Matrix size (N),Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10
1156,-10.401350169875334,-10.153922552482438,-10.014763443296374,-9.933495893723954,-9.88144732774483,-9.845619262576703,-9.819584071641556,-9.799865602579214,-9.784440486513418,-9.77205984375777
1157,-10.402479073888541,-10.155050434862686,-10.01589175510271,-9.934623662338637,-9.882575577196517,-9.846746953701544,-9.82071178933125,-9.800994086112592,-9.785568865560382,-9.773187927040611
1158,-10.403606035039001,-10.156177512169888,-10.017018929572991,-9.935750942251868,-9.883702810937613,-9.847874294949934,-9.821838881220076,-9.802121019904423,-9.78669617513244,-9.774314879335469
1159,-10.404731030524873,-10.157303770491147,-10.018144950194637,-9.936877231478633,-9.884828447024288,-9.849000543918223,-9.822965334795954,-9.803247134442115,-9.7878223992437,-9.775441137448965
1160,-10.405856492592877,-10.158428443567214,-10.01927031255003,-9.938002022864561,-9.885953601091083,-9.850125684471829,-9.824090114541221,-9.80437241572696,-9.788947521813535,-9.776566233915949
1161,-10.406979955763457,-10.159553019877446,-10.020394490396844,-9.939126776411525,-9.887077692474252,-9.851249700381175,-9.825214738185519,-9.80549647261626,-9.790071526666493,-9.777691063327495
1162,-10.408103864814127,-10.16067522261129,-10.021516952090742,-9.940250001155917,-9.888200705330004,-9.852372944195695,-9.826337654593107,-9.806620044071934,-9.79119497618608,-9.778813788832808
1163,-10.409225741368477,-10.16179957447325,-10.022639741465113,-9.941372173290143,-9.889323195992691,-9.853495772187475,-9.827460389267978,-9.807741981728226,-9.792317278346886,-9.779936218432704
1164,-10.410348042782289,-10.162920764062532,-10.023760783472465,-9.942493277101702,-9.890444579117736,-9.85461669044191,-9.828581382926039,-9.808863785319062,-9.793438998346979,-9.781057883133533
1165,-10.411468277733565,-10.164039521330952,-10.02488109473261,-9.943613794993086,-9.891565413821167,-9.855737535330071,-9.829701650759873,-9.809983922395206,-9.79455895783651,-9.782177848774973
1166,-10.412586422687045,-10.165159639981162,-10.026000141893872,-9.944732715935631,-9.892684534907243,-9.856856435272576,-9.83082169909817,-9.811103518397406,-9.795678304981834,-9.783297479295236
1167,-10.413707453875817,-10.166277293205109,-10.027118950751426,-9.945851522425064,-9.893803656233796,-9.857974862373004,-9.83193995638506,-9.812221795773375,-9.796797027565281,-9.784415839165744
1168,-10.414821360626565,-10.167396294213756,-10.028236466249481,-9.946969201974058,-9.89492103125055,-9.859092805517964,-9.833057445551058,-9.813339504708608,-9.797914525612168,-9.785533375007176
1169,-10.415938131746135,-10.16851279634025,-10.029353195159233,-9.948085738417028,-9.896037220188903,-9.860209126746378,-9.83417362974081,-9.814456248449378,-9.799031371395499,-9.78665007300536
1170,-10.417055262696941,-10.169628316647595,-10.030468598406587,-9.94920162015439,-9.89715278914939,-9.861324935767325,-9.835289541095195,-9.815572012108673,-9.800146961743039,-9.78776591926067
1171,-10.418170223063296,-10.170742066259683,-10.031583712193823,-9.950315822811334,-9.89826772594682,-9.86243946617448,-9.836404643935305,-9.816686393812642,-9.801261279553206,-9.788880432278477
1172,-10.419282988686126,-10.171855575903717,-10.032697470352227,-9.951429847816877,-9.89938143263608,-9.863553079210854,-9.837517869584417,-9.817800539189305,-9.802375495116245,-9.789994531805693
1173,-10.42039607404315,-10.172968058508648,-10.033810384688495,-9.952542669324929,-9.900493892365066,-9.864665760442021,-9.838630782832183,-9.818912883504426,-9.803488409742144,-9.79110726746202
1174,-10.421509474262411,-10.174081058551348,-10.034921379379579,-9.953654270713848,-9.901605676874544,-9.865778256221533,-9.839742313468532,-9.820024575187764,-9.80460000605467,-9.792219092507517
1175,-10.422620632629897,-10.175190663368003,-10.036032561720583,-9.95476514643414,-9.902716773644814,-9.866889032139573,-9.840853506704534,-9.821135992777803,-9.805710864903336,-9.793329992606685
1176,-10.423729524570163,-10.176302326578517,-10.037142858434594,-9.955875283599704,-9.903826578370094,-9.867998832430107,-9.841963819687734,-9.822245951206948,-9.806820973311604,-9.794439953337722
1177,-10.42483869024865,-10.1774105556346,-10.038251720343908,-9.956984155458558,-9.904935073832151,-9.869107642310068,-9.843072704043044,-9.823354824850234,-9.80792971683448,-9.795548960192395
1178,-10.425945553097995,-10.178519256262916,-10.039359665600163,-9.958092260121775,-9.90604402691907,-9.870215831253772,-9.844180677205365,-9.824462991997487,-9.809038283570132,-9.796656998575905
1179,-10.427052666184686,-10.179624475400626,-10.04046667992244,-9.959199584452705,-9.907151048873613,-9.871323001920123,-9.845287724935003,-9.825570045083523,-9.810145455981464,-9.797764053806773
1180,-10.428160024207607,-10.180731722444557,-10.041573288126177,-9.96030559750387,-9.908256715423779,-9.872429525577058,-9.846393832906973,-9.826675968335204,-9.81125121614039,-9.798870589504446
1181,-10.429265030680657,-10.18183703613277,-10.042678398769658,-9.961410801066043,-9.909362207575006,-9.873534615462162,-9.84749952649712,-9.827781539706992,-9.812356761117952,-9.799975635257098
1182,-10.430370258131541,-10.182941190398347,-10.043783077057869,-9.962515181750742,-9.910467516799942,-9.874639029964284,-9.84860371301112,-9.828885953468886,-9.813460863881351,-9.801080134121241
1183,-10.43147309672098,-10.184044169199971,-10.044886225881225,-9.963618204394107,-9.911570225098915,-9.875742367474446,-9.849706916281743,-9.829989592518437,-9.814564116869485,-9.802184074737307
1184,-10.43257352104215,-10.185146756396586,-10.045988915778437,-9.964720897504625,-9.912672720969914,-9.876844612604481,-9.850809665557756,-9.831091643880036,-9.81566711863139,-9.803286479116656
1185,-10.433676740725618,-10.18624894186033,-10.047090043953393,-9.96582272707826,-9.913774390240567,-9.877946141125337,-9.851911404932212,-9.832193291181092,-9.816768632598277,-9.804388297393972
1186,-10.434777521515777,-10.18734991133416,-10.048190686296186,-9.966923153719552,-9.914874612528397,-9.879046940450188,-9.85301157289097,-9.833293720260691,-9.817869255602165,-9.805488546504007
1187,-10.435878468582,-10.188448842334669,-10.049290283154019,-9.968022686642279,-9.91597458668627,-9.88014660467886,-9.854111246492396,-9.834393720727393,-9.818968973747666,-9.806588181315933
1188,-10.436976938528913,-10.189548136679148,-10.050389369718438,-9.96912184030407,-9.917073693705303,-9.881245512309878,-9.855210414889541,-9.83549287820841,-9.820067773056548,-9.80768719006915
1189,-10.438075549661862,-10.190646169692325,-10.051486831770099,-9.970219545378502,-9.918171308333546,-9.882343255286447,-9.856307965470043,-9.836590369126792,-9.821165639467623,-9.808785071493247
1190,-10.439171645074111,-10.19174211249127,-10.052584308990571,-9.971316314822953,-9.91926802529734,-9.883440213931639,-9.857405535603037,-9.837687798028737,-9.822262558836607,-9.809882300635927
1191,-10.440267856245967,-10.192837570752152,-10.05367957675991,-9.97241266686548,-9.92036444542212,-9.884536375254585,-9.858500903855214,-9.83878352903497,-9.823358516936027,-9.810977881678873
1192,-10.441361512720558,-10.193933350139007,-10.054774834594825,-9.97350805760963,-9.921459943210968,-9.885631327952636,-9.859596266634858,-9.83987835848335,-9.824453499455094,-9.81207327456422
1193,-10.442455259191322,-10.195027809283683,-10.055869518200723,-9.974601937703131,-9.922553269102275,-9.886725455099914,-9.860690504038107,-9.840973090845136,-9.82554811828456,-9.813166987671522
1194,-10.443549089377365,-10.196121751654582,-10.05696194034483,-9.975695361529493,-9.923646877012342,-9.887818743462617,-9.861784158389428,-9.842066077673332,-9.826641735818988,-9.814260488229595
1195,-10.44464031243141,-10.197213521300458,-10.058055437175184,-9.976787780916466,-9.924739520324932,-9.888911179727485,-9.862876099823138,-9.843158943645767,-9.827733708058993,-9.815353270774771
1196,-10.445731592966322,-10.198305568645003,-10.059146079739309,-9.977878642209514,-9.92583056233133,-9.890002750501655,-9.863967429735018,-9.844250031900692,-9.828825277674124,-9.816444824777703
1197,-10.446825622543326,-10.199395408832967,-10.06023721668743,-9.978969548103201,-9.926921232050054,-9.891093442312526,-9.86505869863812,-9.845340975216766,-9.829915802078961,-9.817535134018396
1198,-10.44791159568857,-10.200485504542103,-10.06132658775099,-9.980059408380887,-9.928011519760933,-9.892182837321869,-9.86614764527185,-9.846430522613698,-9.831005266468173,-9.81862518348887
1199,-10.449003002771388,-10.201574189144731,-10.062415304087281,-9.981147665070173,-9.929100161353187,-9.893271729453835,-9.86723650475896,-9.847519487390041,-9.832094291748946,-9.819713960516742
1200,-10.450091722664403,-10.202661445121786,-10.063502786778825,-9.982235932840629,-9.93018776626893,-9.89435970172333,-9.86832470326983,-9.84860702546208,-9.833182230339863,-9.820801448627106
1201,-10.451177728214498,-10.203749759866334,-10.064590156735022,-9.983322567189228,-9.93127495015357,-9.895446740337585,-9.86941166123891,-9.849694371572957,-9.8342697061798,-9.821888640109437
1202,-10.452263724205164,-10.204835786118474,-10.065676266357755,-9.984408643529495,-9.932360439217478,-9.896532831423496,-9.870497362482247,-9.850780261947948,-9.835355427755047,-9.822975020198177
1203,-10.45334696486901,-10.205921178203038,-10.066761099337354,-9.985494150841559,-9.933446114301576,-9.897617551650782,-9.87158293185809,-9.851865517894836,-9.836440659430238,-9.824059562047122
1204,-10.454432914167434,-10.207005083255861,-10.06784635769524,-9.98657797800304,-9.934530064834918,-9.898702115115604,-9.8726672175806,-9.852949286656582,-9.837524746919758,-9.825144277929633
1205,-10.455516080476885,-10.20808832671043,-10.068928592397377,-9.98766175977872,-9.935613544353819,-9.89978569099825,-9.873750776635417,-9.854032815203459,-9.83860832024755,-9.826227633884027
1206,-10.456599195582205,-10.209170051342113,-10.070011228014181,-9.988743830753688,-9.936696542550878,-9.900868265108157,-9.874833021940885,-9.855115672267493,-9.839690721763684,-9.827310123691602
1207,-10.457679485997735,-10.210251086619865,-10.071093106589306,-9.989825833779431,-9.937777129593226,-9.901949823173915,-9.875914513177323,-9.856196574808255,-9.840772584554163,-9.82839173410106
1208,-10.458762470295435,-10.211332270362789,-10.072173637161386,-9.990906095028732,-9.938858487755224,-9.903030350843192,-9.876995237958575,-9.857277625465112,-9.841853247593178,-9.829472451783495
1209,-10.459839821488416,-10.212412745130372,-10.073253382900566,-9.991985708559513,-9.939938044043247,-9.904109833682668,-9.878075183824011,-9.858357541042006,-9.842932695174962,-9.830552263332264
1210,-10.460919851906453,-10.213490791007588,-10.074332331232117,-9.99306466282661,-9.94101642288218,-9.905188673753612,-9.879154338238392,-9.85943630633759,-9.84401221847935,-9.831631155262881
1211,-10.461996986935322,-10.214568951363583,-10.07541046950645,-9.994142946213735,-9.942094901214642,-9.906266859565768,-9.880231524506767,-9.860514334047595,-9.845089846044678,-9.83270911401292
1212,-10.463073999197832,-10.215647220384547,-10.076487784998967,-9.99521998596304,-9.943172177475386,-9.907344379558086,-9.881309055222317,-9.861591611991793,-9.846167527254309,-9.83378664437898
1213,-10.464150881128951,-10.216723011234665,-10.077563679141239,-9.996296328600497,-9.944247586610107,-9.908420382723188,-9.882385171491457,-9.862667697808723,-9.847243280745634,-9.834862697054414
1214,-10.46522762510969,-10.21779802371068,-10.078639309143096,-9.997371962287833,-9.945323712203361,-9.909496113297783,-9.883460442513833,-9.86374343832095,-9.8483184055093,-9.835938296407331
1215,-10.466301401659583,-10.21887310999164,-10.0797134890601,-9.99844630986112,-9.946398595025073,-9.910570297312294,-9.884535443209883,-9.864817959842142,-9.849393551878586,-9.83701238782876
1216,-10.467375010871109,-10.219945663815194,-10.080786791627851,-9.999519921793484,-9.947471564943017,-9.91164376227914,-9.885608986365348,-9.865891246688467,-9.850466723583772,-9.838086524279387
1217,-10.468445609139598,-10.221018266397023,-10.081859795328878,-10.000592786023537,-9.948545224666537,-9.912716920123577,-9.886681645297395,-9.866964151859671,-9.851539894085546,-9.839159124824807
1218,-10.469516010338346,-10.222090040511151,-10.08293189831131,-10.001664320959893,-9.949616285232256,-9.91378848726045,-9.887753406862025,-9.868035795028927,-9.8526117236859,-9.84023122385068
1219,-10.470589056263831,-10.223161846621855,-10.084003087322177,-10.002735651906017,-9.950687357286139,-9.914859297234777,-9.888824851512341,-9.869107033334515,-9.853682864067787,-9.841302283583929
1220,-10.471659046330645,-10.224231052430342,-10.085072753047701,-10.003805626257359,-9.951757112874672,-9.915929764898186,-9.889894184934636,-9.87017698200798,-9.854752633723312,-9.842372289768214
1221,-10.472728815210656,-10.225301142081127,-10.086142670037617,-10.004874801113793,-9.952826860474213,-9.9169985970024,-9.890963771379766,-9.87124650234016,-9.85582168747007,-9.843441758160248
1222,-10.47379548382602,-10.22636947666459,-10.087210437930592,-10.005943164044714,-9.95389460147918,-9.918067062268776,-9.892032410062749,-9.872314705106097,-9.856890686654033,-9.844510146864732
1223,-10.474864778732853,-10.227437800313835,-10.08827783553182,-10.00701070254678,-9.954962311483134,-9.9191347213185,-9.893099487921427,-9.873382455763062,-9.857957599934045,-9.84557744139428
1224,-10.475930942728992,-10.22850345451418,-10.089344251753724,-10.00807740404379,-9.956029316497812,-9.920201130479496,-9.894166188980426,-9.874448860614965,-9.85902443482311,-9.846644161197597
1225,-10.47699683836587,-10.229568185396932,-10.090410276240483,-10.009143255886576,-9.957094935922592,-9.921267138630771,-9.89523250399413,-9.875515232320533,-9.860090506146829,-9.847710295564841
1226,-10.478059557966814,-10.230633756370949,-10.091474689978567,-10.010208245352882,-9.95815982364319,-9.922332303013052,-9.896297215702624,-9.876579787742763,-9.86115512201636,-9.848774760435228
1227,-10.479124884425369,-10.231698386188466,-10.092539293618078,-10.011271777451464,-9.959223967831374,-9.923396176552094,-9.897360911304567,-9.877644287847414,-9.86221962819628,-9.849838612983767
1228,-10.480189917056306,-10.232761168792322,-10.093602258720255,-10.012335002278107,-9.960287356588902,-9.924459178795123,-9.898424183842938,-9.878706940645964,-9.863282651184905,-9.850902381563644
1229,-10.481251726623402,-10.233823873929904,-10.09466478540487,-10.01339732611965,-9.961349302441606,-9.925521733471736,-9.89948702380221,-9.879769515669736,-9.864344858466486,-9.851964437354027
1230,-10.482313210794711,-10.234884700513115,-10.095726253273405,-10.014458735960485,-9.962410465550404,-9.926582955677821,-9.900548201770027,-9.880830660528138,-9.865406237656272,-9.8530258452077
1231,-10.483374360811013,-10.235945426883609,-10.096787260448219,-10.015519806629085,-9.963471512611493,-9.927643706611546,-9.901608921975022,-9.881891257487462,-9.866466776297996,-9.854086593993449
1232,-10.48443222574997,-10.237005144498426,-10.097846569633981,-10.01657876120962,-9.964530394995826,-9.928703536702363,-9.902668561797451,-9.882951296170342,-9.86752646186377,-9.855146672513033
1233,-10.485489724476784,-10.238062935959965,-10.098906007851346,-10.017637941010527,-9.96558981901871,-9.929762432849264,-9.903727106968873,-9.884010314362408,-9.868585973282027,-9.85620552359805
1234,-10.486549804479333,-10.239122404267672,-10.099963102621668,-10.018696156893485,-9.966648414732857,-9.930820381877794,-9.904785774936956,-9.88506829825078,-9.869643916511844,-9.85726313192061
1235,-10.487606550992437,-10.24017992312265,-10.10102092185858,-10.019753395480732,-9.967704798817623,-9.931877813518842,-9.905842708090887,-9.886125233947123,-9.870700968653972,-9.858320579207351
1236,-10.488662904199805,-10.241236382217373,-10.1020769854402,-10.020809643320487,-9.96876169732746,-9.932933829571567,-9.906899744139391,-9.887181562570987,-9.871757116893004,-9.859376758177339
1237,-10.489718854948437,-10.242289942529998,-10.10313251682403,-10.021865483457933,-9.969817041328799,-9.933989748818878,-9.907954395915128,-9.888237273404355,-9.87281304663311,-9.860432755756834
1238,-10.490774394026609,-10.243345150192651,-10.10418688305643,-10.022919710600853,-9.970871503672427,-9.935043779402967,-9.90900912739911,-9.889291441063689,-9.873867350028478,-9.861486906603071
1239,-10.491826519536922,-10.244399260196003,-10.105240693696414,-10.023973505672087,-9.971925071674072,-9.9360976905048,-9.91006330950269,-9.890345881679258,-9.874921412334094,-9.86254085275623
1240,-10.492878200244217,-10.245453177445889,-10.106293312628319,-10.025026859287935,-9.972978426415255,-9.937150578241194,-9.911116307035526,-9.891398293383347,-9.875973818768252,-9.863593475952216
1241,-10.493932433868375,-10.246504130131333,-10.10734535229537,-10.026078557229768,-9.974030864597731,-9.938202878408687,-9.912168105136963,-9.892450958358278,-9.877026666342369,-9.864645873560393
1242,-10.49498320389672,-10.247555784948036,-10.108396802276669,-10.02712978892765,-9.97508167612436,-9.9392536793858,-9.913219316842964,-9.893502025221292,-9.878077831634391,-9.865697479766968
1243,-10.496033500660122,-10.248605363246492,-10.109447021697843,-10.028179939492782,-9.976132240757405,-9.940304770707026,-9.914269931698637,-9.894552401893774,-9.87912800472359,-9.866747723297284
1244,-10.497083314547334,-10.249655628051363,-10.110497259265843,-10.029229601664431,-9.97718114935735,-9.941353884548711,-9.91531930816726,-9.89560207718313,-9.88017717222308,-9.867797709403952
1245,-10.49813263588725,-10.250705647850477,-10.111546242058242,-10.030278157493859,-9.978230490574022,-9.94240281576272,-9.916368063633836,-9.896651039831038,-9.881226032623832,-9.868846306001076
1246,-10.499181454948744,-10.251752616918592,-10.112593954807794,-10.031326202513476,-9.979278149474588,-9.943451101937134,-9.917416187445154,-9.897698812274237,-9.882274577552904,-9.869894060234722
1247,-10.500226710866256,-10.252798376679944,-10.113640382169756,-10.032373115704468,-9.9803255190697,-9.944498276213297,-9.918463033281443,-9.898745847110341,-9.883321367791536,-9.87094152460872
1248,-10.501274488566606,-10.253845723561462,-10.114687422845257,-10.033419495401612,-9.981371883766792,-9.94554386726847,-9.919509222898265,-9.899792132877351,-9.884367818740303,-9.871987558690714
1249,-10.502318668612718,-10.254891844895951,-10.115732516851814,-10.034465331638442,-9.982417230180065,-9.946589232266673,-9.920554745443061,-9.90083718842658,-9.885413202991034,-9.873032713487039
1250,-10.5033622920642,-10.25593578408528,-10.116776285129543,-10.035509998775439,-9.983461544851627,-9.947634363491018,-9.921598949790221,-9.901881940273475,-9.886457506734033,-9.874077545387468
1251,-10.504405348845783,-10.256978463162246,-10.117820640017207,-10.036553482279114,-9.984506239251733,-9.948677871818393,-9.922643103836247,-9.90292638015043,-9.887501438399198,-9.875120905573473
1252,-10.5054478288214,-10.258021759283352,-10.118863647073937,-10.037596386117098,-9.98554845320148,-9.949720662576595,-9.923685914572653,-9.903968607657454,-9.888544265189697,-9.876164492081385
1253,-10.506492817187098,-10.259064722442485,-10.119905936271328,-10.038638700062625,-9.98659031053573,-9.950762724544324,-9.924728655929806,-9.905010497400294,-9.889586698872588,-9.877206008700488
1254,-10.507534120329264,-10.260104492089253,-10.120946849091604,-10.03967979227619,-9.987631085014177,-9.951804046435518,-9.9257693822109,-9.90605204092115,-9.890628003046658,-9.878247731765851
1255,-10.508574815904403,-10.261145804102174,-10.121987667315949,-10.040719647935648,-9.98867148219197,-9.952844616899222,-9.926810016685083,-9.907092276840764,-9.89166816355005,-9.879288505346508
1256,-10.509611775806178,-10.26218484253528,-10.123026433021511,-10.041759501211294,-9.989711493355516,-9.953884424519483,-9.927849253713665,-9.908132144889223,-9.892707897171682,-9.88032773951066
1257,-10.510654342768605,-10.263224457693212,-10.124065733337448,-10.04279872007183,-9.99075038691606,-9.954922523575362,-9.92888772829986,-9.909171157712038,-9.893746462078193,-9.881366574121524
1258,-10.511690020430526,-10.264261768214768,-10.125104259077615,-10.043836038917144,-9.991788148858118,-9.955960768764196,-9.929925428995567,-9.910209303180654,-9.894784578422357,-9.882405000336336
1259,-10.512728173815317,-10.265298675858809,-10.126140033425271,-10.044873325225986,-9.992825491374447,-9.956998216466989,-9.930962998449653,-9.91124608808728,-9.895822237023081,-9.883441846785942
1260,-10.51376251943284,-10.266335171797206,-10.12717631398347,-10.045909942293617,-9.993861677492312,-9.958034384527958,-9.931999774048228,-9.912282461043809,-9.896857952552464,-9.884478261429273
1261,-10.514799334401395,-10.267372213887855,-10.128213098467539,-10.046945247346448,-9.994897422739173,-9.959069257835736,-9.933035086864205,-9.91331792985536,-9.897893924561043,-9.885513651225716
1262,-10.515832305110425,-10.268405923921154,-10.129247085580007,-10.047980492151444,-9.995932718037302,-9.960104712106897,-9.934069579352036,-9.914352482124238,-9.898928665829926,-9.88654800291305
1263,-10.51686773860224,-10.269440157550637,-10.130280894850495,-10.04901376520603,-9.996966087772593,-9.961138376332332,-9.935103239737975,-9.915386591004633,-9.89996216163569,-9.887581889960696
1264,-10.517899291041811,-10.270471991632947,-10.131313856182144,-10.050046956212562,-9.99799971723203,-9.9621711817701,-9.936136718184358,-9.91641976065727,-9.90099514228888,-9.888615303158067
1265,-10.518930114154672,-10.271505307087125,-10.132345957638382,-10.051079420632561,-9.999032128927409,-9.963203592521133,-9.93716868035852,-9.917451978486943,-9.902027598235582,-9.889647643638039
1266,-10.519966582739237,-10.272536195412744,-10.133377853317382,-10.052111147409438,-10.00006330828789,-9.96423512266114,-9.938200439873981,-9.918483720925643,-9.903059519864337,-9.89067889786963
1267,-10.520992728661941,-10.27356659469033,-10.13440820053245,-10.053140843186302,-10.001093980910708,-9.965265760052727,-9.939231322700653,-9.91951399821466,-9.904090147068178,-9.891709644657125
1268,-10.522024512990336,-10.274596495605598,-10.135438320938565,-10.054171058210576,-10.002123395350845,-9.966295492492417,-9.940260648425536,-9.920543776910836,-9.905119464774009,-9.892739280735334
1269,-10.523052322973578,-10.27562588878792,-10.136467536242654,-10.055199857874738,-10.003152280582775,-9.967324307710589,-9.941289739940077,-9.92157304764439,-9.90614896583878,-9.893768982809707
1270,-10.524082571163875,-10.276654764810155,-10.13749516173961,-10.056227871981326,-10.00418062703658,-9.968352675161485,-9.942318589774624,-9.922601307234409,-9.90717713418217,-9.894796955642185
1271,-10.525108807162445,-10.277681134254873,-10.138523202443945,-10.057255736372184,-10.00520767779813,-9.969380102934693,-9.943345844243295,-9.923628542688512,-9.908204712101917,-9.895824377218775
1272,-10.526134235274265,-10.27870795044836,-10.139549628625458,-10.058282146695245,-10.006234915987603,-9.97040706264126,-9.944372160892016,-9.924655237041026,-9.909230930245354,-9.896851237842636
1273,-10.52716209029217,-10.279733221499114,-10.140575777505708,-10.059307737136765,-10.00726008468732,-9.971433059966127,-9.945398203566997,-9.925680883414142,-9.91025729552535,-9.897876926880695
1274,-10.528189129747954,-10.280758924696649,-10.141600283696317,-10.060333147951125,-10.008285421254763,-9.972457595951738,-9.94642328670252,-9.926705967058826,-9.911281514329348,-9.898902032559146
1275,-10.529212080414196,-10.281782059291345,-10.142625171112769,-10.06135706539822,-10.009309412389644,-9.973482117038161,-9.947447397748755,-9.92773047824503,-9.912305860000075,-9.899926545000877
1276,-10.53023417691805,-10.282806608216895,-10.143648390607373,-10.062380782972864,-10.010332798985246,-9.9745051514026,-9.948470524089576,-9.928753405587251,-9.913329561145519,-9.900949849125466
1277,-10.531258684565062,-10.28382855946918,-10.14467060829717,-10.063403637099375,-10.011355571049991,-9.97552766243566,-9.949493335719986,-9.929776238094664,-9.914351839103151,-9.901972537231385
1278,-10.532279045189235,-10.284851914731515,-10.145693181917764,-10.064424957966974,-10.01237695880873,-9.976550131710097,-9.950515140428804,-9.93079796307673,-9.915374218482247,-9.902993991259757
1279,-10.53329851627217,-10.285872642986625,-10.146714047680144,-10.065446048135762,-10.013398469815945,-9.977570584735467,-9.951536611304237,-9.931819071359946,-9.916395150305751,-9.904014806232217
1280,-10.534320386112805,-10.286892742356134,-10.147733187837472,-10.066466239213822,-10.014418572660663,-9.978591468007325,-9.952556365289732,-9.932839552914299,-9.917415392485793,-9.905034971966684
1281,-10.53533805002005,-10.28791220274497,-10.148752654875247,-10.067485519193237,-10.015438016835086,-9.979609812248286,-9.953576451981231,-9.933858890931088,-9.918434934494593,-9.906055090523036
1282,-10.536358104178195,-10.288931014000134,-10.149772445466132,-10.068504540205655,-10.016456025152543,-9.980629063127447,-9.954594795845603,-9.93487757960484,-9.919452988285869,-9.907073928440015
1283,-10.537377236282621,-10.28994712925939,-10.150789089500678,-10.06952196326582,-10.017474119252554,-9.981646737578163,-9.955612071324722,-9.935895608725623,-9.920471096306393,-9.908091471045891
1284,-10.538392102852425,-10.290964606778788,-10.151806729040638,-10.070539106144068,-10.018491523628207,-9.982663814732684,-9.956628959270192,-9.93691245772914,-9.921488472212507,-9.909108320218552
1285,-10.539409346535274,-10.29198140434878,-10.152823275686906,-10.07155529237916,-10.019507455509652,-9.983680783880112,-9.95764614696963,-9.93792913568549,-9.922504322297474,-9.910124465476034
1286,-10.540425631522927,-10.29299648608391,-10.153838716149084,-10.072571180101393,-10.020522673056261,-9.984695637594113,-9.958661539203243,-9.93894409772919,-9.923520199783374,-9.911140515789779
1287,-10.541437590698571,-10.294011890138659,-10.154853736936975,-10.073586089608524,-10.021538717515265,-9.985710361172123,-9.95967581663589,-9.939958867885988,-9.924534526065077,-9.912155222984804
1288,-10.542451913370973,-10.295025552604946,-10.15586692652687,-10.07460000845639,-10.022551700442301,-9.986724445530925,-9.960689666383827,-9.940972924156664,-9.92554886157619,-9.913168572054948
1289,-10.543465240128457,-10.29603848840911,-10.156880375942343,-10.075612924136403,-10.023564712999029,-9.987737376846106,-9.961703079896647,-9.941986772267873,-9.926561620248643,-9.914181795654276
1290,-10.544477558439317,-10.297051722036821,-10.15789267190417,-10.076625500816002,-10.024576968492523,-9.988749646449365,-9.962715344790167,-9.942998335218496,-9.927574369750369,-9.915194262044395
1291,-10.545488855707424,-10.298063174975525,-10.158904507224678,-10.077636373953744,-10.025589239284106,-9.989761750314374,-9.96372715290852,-9.944010184991248,-9.928586310507995,-9.916205960388986
1292,-10.546502513377838,-10.299073869183474,-10.159914457017525,-10.078647565809504,-10.026599949924416,-9.990772667130267,-9.964738495536814,-9.945020758345297,-9.92959663550343,-9.917216879792354
1293,-10.547511738410764,-10.300084836224219,-10.160924631755297,-10.079657710149117,-10.027610657679952,-9.9917823830821,-9.965747946479452,-9.94603160421786,-9.930606923299656,-9.918227009299342
1294,-10.548519904235969,-10.30109189331877,-10.1619343161565,-10.080667477221954,-10.02861977968035,-9.992791903645886,-9.96675690774777,-9.947040629672568,-9.931616368608454,-9.919236337895256
1295,-10.549526997999436,-10.302102338266575,-10.162942788286813,-10.081675489595094,-10.0296280898753,-9.993800200250554,-9.967766082465877,-9.948048340060334,-9.932624960062038,-9.920244854505784
1296,-10.550536432561026,-10.303108841648129,-10.163950034214983,-10.082683102049165,-10.030634784791072,-9.994807770938154,-9.968773325651096,-9.94905629504666,-9.93363268623204,-9.921252547996925
1297,-10.551541351317308,-10.304115578890057,-10.164956756281727,-10.083690306348077,-10.031642230276278,-9.995814605196513,-9.969780049025651,-9.9500634389216,-9.934639535629456,-9.922260042753717
1298,-10.552548600760145,-10.305121491661863,-10.165962945402946,-10.08469640477033,-10.032648834073775,-9.996821206885839,-9.970786960517199,-9.951069760587291,-9.935645496704586,-9.923265420786215
1299,-10.553554742028279,-10.306127625776591,-10.166969312108009,-10.085701384185175,-10.033653787011442,-9.9978265377105,-9.971791900066638,-9.952074720459876,-9.936651366710299,-9.92427121604624
1300,-10.554559761973913,-10.307132917929842,-10.167973688208312,-10.086706616662246,-10.034658671627012,-9.998831100224661,-9.972796289153523,-9.953079892602114,-9.937655518121122,-9.925275506002055
1301,-10.555563647384416,-10.308135233092274,-10.168976777455143,-10.087710015848186,-10.035661878903504,-9.99983540169767,-9.973800840531228,-9.954083680457968,-9.938659558810716,-9.926280199251066
1302,-10.556566384982359,-10.309138802532269,-10.169980739548903,-10.088712955296746,-10.03666580207279,-10.00083839649994,-9.974803378994189,-9.955087133221875,-9.939662668130618,-9.92728272130876
1303,-10.55756796142554,-10.310141496007203,-10.170983396126415,-10.089715426444432,-10.037668024883853,-10.001840070178629,-9.975806061142578,-9.956089176519258,-9.94066483423467,-9.928284985096345
1304,-10.558571853059682,-10.311143302065382,-10.171984004725925,-10.090717420677267,-10.038670144447881,-10.002841973046253,-9.976807428624179,-9.957090864335829,-9.941666045215689,-9.929286983463014
