Eigenstate,Residual Energy_6000,Residual Energy_8000,Residual Energy_10000
3464,0.00001091857287087087865038086,0.00000367714366891099662233851,0.00000163348782505133676460923
3465,0.00001092814365880127547817376,0.00000367999593753993121925770,0.00000163479871129765011145030
3466,0.00001093772218767471106960790,0.00000368284961781565516949051,0.00000163611004493123183287176
3467,0.00001094730846598376182191409,0.00000368570471069931771697678,0.00000163742182624556738279487
3468,0.00001095690250223366647180692,0.00000368856121715310744443140,0.00000163873405553455941025670
3469,0.00001096650430494196182719738,0.00000369141913813986612398499,0.00000164004673309214093025531
3470,0.00001097611388263893590166398,0.00000369427847462351991401744,0.00000164135985921270584574613
3471,0.00001098573124386689476098314,0.00000369713922756832422791942,0.00000164267343419035313539630
3472,0.00001099535639717991639075175,0.00000370000139793859556517110,0.00000164398745831861800774773
3473,0.00001100498935114543639477613,0.00000370286498670027512829168,0.00000164530193189203483090637
3474,0.00001101463011434240830295076,0.00000370572999481906700556326,0.00000164661685520427464099678
3475,0.00001102427869536256022900223,0.00000370859642326167264337564,0.00000164793222854937892457766
3476,0.00001103393510281071524442533,0.00000371146427299608898097858,0.00000164924805222205707287898
3477,0.00001104359934530244817683193,0.00000371433354498924298947482,0.00000165056432651532023949213
3478,0.00001105327143146776998270842,0.00000371720424021065368527392,0.00000165188105172414266204884
3479,0.00001106295136994805885095343,0.00000372007635962934087556905,0.00000165319822814236972602918
3480,0.00001107263916939697528460398,0.00000372294990421471778478403,0.00000165451585606360990206377
3481,0.00001108233483848089034966190,0.00000372582487493699683960822,0.00000165583393578163984521655
3482,0.00001109203838587983919942020,0.00000372870127276812065040795,0.00000165715246759133468159359
3483,0.00001110174982028548743302795,0.00000373157909867970578443902,0.00000165847145178661109862268
3484,0.00001111146915040188729294762,0.00000373445835364377632467368,0.00000165979088866116020813414
3485,0.00001112119638494680863204614,0.00000373733903863407216232981,0.00000166111077850975514951414
3486,0.00001113093153264921838921573,0.00000374022115462350571867966,0.00000166243112162570711808894
3487,0.00001114067460225129798299289,0.00000374310470258615656540758,0.00000166375191830285929227125
3488,0.00001115042560250881997885263,0.00000374598968349762522042004,0.00000166507316883593993275828
3489,0.00001116018454219037200248497,0.00000374887609833423418338650,0.00000166639487351976272580229
3490,0.00001116995143007572540435387,0.00000375176394807137368348563,0.00000166771703264757183470829
3491,0.00001117972627495707224945714,0.00000375465323368471563273928,0.00000166903964651225515549772
3492,0.00001118950908564237876703585,0.00000375754395615354402340836,0.00000167036271540967401069184
3493,0.00001119929987095080781074756,0.00000376043611645615431492975,0.00000167168623963406184429353
3494,0.00001120909863971238568060604,0.00000376332971556949710230330,0.00000167301021947766718998610
3495,0.00001121890540077390439642115,0.00000376622475447505714025784,0.00000167433465523663198788374
3496,0.00001122872016299195982840654,0.00000376912123415186826784881,0.00000167565954720400581670142
3497,0.00001123854293523795502703276,0.00000377201915558149338063731,0.00000167698489567472515250124
3498,0.00001124837372639377164943257,0.00000377491851974367251953206,0.00000167831070094126076631183
3499,0.00001125821254535823568532700,0.00000377781932762276516227034,0.00000167963696330005929761409
3500,0.00001126805940103966733419359,0.00000378072158020027664846649,0.00000168096368304406898534400
3501,0.00001127791430236031417422928,0.00000378362527845926780536583,0.00000168229086046714858150299
3502,0.00001128777725825661598868574,0.00000378653042338459618700450,0.00000168361849586430788275440
3503,0.00001129764827767747395162553,0.00000378943701596116165690323,0.00000168494658952995260591341
3504,0.00001130752736958367130822064,0.00000379234505717330336150841,0.00000168627514175728065523757
3505,0.00001131741454295039553784113,0.00000379525454800729815092403,0.00000168760415284077982802235
3506,0.00001132730980676606790082388,0.00000379816548945016633637241,0.00000168893362307503286331421
3507,0.00001133721317003269626732389,0.00000380107788249000066894841,0.00000169026355275504570771524
3508,0.00001134712464176206180247258,0.00000380399172811212913179341,0.00000169159394217240960011807
3509,0.00001135704423098532663497032,0.00000380690702730869862498667,0.00000169292479162488403066633
3510,0.00001136697194674080849972773,0.00000380982378106642562849366,0.00000169425610140414670268999
3511,0.00001137690779808360243672748,0.00000381274199037619381469413,0.00000169558787180539042035909
3512,0.00001138685179408149411971434,0.00000381566165622894324142652,0.00000169692010312321156621048
3513,0.00001139680394381479586611279,0.00000381858277961548221512793,0.00000169825279565142125111343
3514,0.00001140676425637832962010388,0.00000382150536152844601353550,0.00000169958594968500331312509
3515,0.00001141673274087899653212293,0.00000382442940295984219906553,0.00000170091956551765891653358
3516,0.00001142670940643806615396119,0.00000382735490490331544804746,0.00000170225364344407065423295
3517,0.00001143669426219026220138106,0.00000383028186835320893521421,0.00000170358818375896321783398
3518,0.00001144668731728283786628983,0.00000383321029430361517213717,0.00000170492318675615350874005
3519,0.00001145668858087663802508271,0.00000383614018374941371023223,0.00000170625865272958761887742
3520,0.00001146669806214777383673751,0.00000383907153768792117275740,0.00000170759458197499013874348
3521,0.00001147671577028379278566116,0.00000384200435711503667337952,0.00000170893097478600885194080
3522,0.00001148674171448627324661859,0.00000384493864302781170434738,0.00000171026783145678389660174
3523,0.00001149677590397155280303844,0.00000384787439642515369984724,0.00000171160515228265059776843
3524,0.00001150681834796831035959934,0.00000385081161830538338141615,0.00000171294293755769609176949
3525,0.00001151686905571875880946344,0.00000385375030966740254827361,0.00000171428118757592638306546
3526,0.00001152692803647974149823987,0.00000385669047151176565944414,0.00000171561990263233719533194
3527,0.00001153699529952161072571999,0.00000385963210483953333587137,0.00000171695908302176674474918
3528,0.00001154707085412777096703014,0.00000386257521065179058873517,0.00000171829872903841323700348
3529,0.00001155715470959551841612171,0.00000386551978995046126161441,0.00000171963884097664857546374
3530,0.00001156724687523679162628885,0.00000386846584373903355708643,0.00000172097941913174315175490
3531,0.00001157734736037527607545090,0.00000387141337301963939238863,0.00000172232046379694447183822
3532,0.00001158745617435142266875176,0.00000387436237879804763334244,0.00000172366197526846964666091
3533,0.00001159757332651703145253291,0.00000387731286207822251176110,0.00000172500395384006308064978
3534,0.00001160769882623815077643588,0.00000388026482386519742836345,0.00000172634639980586953309722
3535,0.00001161783268289687105161712,0.00000388321826516684324393872,0.00000172768931346220166724641
3536,0.00001162797490588658945819909,0.00000388617318698910754596769,0.00000172903269510277858508702
3537,0.00001163812550461530173452559,0.00000388912959033928086210293,0.00000173037654502199129336960
3538,0.00001164828448850509213043897,0.00000389208747622546101979850,0.00000173172086351436632439248
3539,0.00001165845186699400865719559,0.00000389504684565840270849826,0.00000173306565087641455235027
3540,0.00001166862764953033312968118,0.00000389800769964576184685969,0.00000173441090740087482363183
3541,0.00001167881184557936926232210,0.00000390097003919885784687847,0.00000173575663338347546942865
3542,0.00001168900446462026991540709,0.00000390393386532947502459469,0.00000173710282911973497339782
3543,0.00001169920551614426008391057,0.00000390689917904805971879636,0.00000173844949490315834792244
3544,0.00001170941500965906172450374,0.00000390986598136811912041842,0.00000173979663102963520739488
3545,0.00001171963295468493776541481,0.00000391283427330223928178907,0.00000174114423779345703532857
3546,0.00001172985936075675434324826,0.00000391580405586412124227964,0.00000174249231548935255820176
3547,0.00001174009423742445187159520,0.00000391877533006902599040824,0.00000174384086441293195744072
3548,0.00001175033759425068300890155,0.00000392174809693138620509438,0.00000174518988485829786060742
3549,0.00001176058944081456413576313,0.00000392472235746853147954034,0.00000174653937712176980662780
3550,0.00001177084978670697908759558,0.00000392769811269596570611531,0.00000174788934149716088576184
3551,0.00001178111864153411687590209,0.00000393067536363087845552009,0.00000174923977827928836001739
3552,0.00001179139601491782264687484,0.00000393365411129246943116547,0.00000175059068776429735771716
3553,0.00001180168191649307072894278,0.00000393663435669939504216471,0.00000175194207024710669886051
3554,0.00001181197635590863430491712,0.00000393961610087041149617069,0.00000175329392602205122452289
3555,0.00001182227934282882635513195,0.00000394259934482608912804574,0.00000175464625538459536744624
3556,0.00001183259088693231813746707,0.00000394558408958760415691659,0.00000175599905863012415056278
3557,0.00001184291099791235083405515,0.00000394857033617692358049282,0.00000175735233605412731840258
3558,0.00001185323968547521216892467,0.00000395155808561525499413325,0.00000175870608795064840005783
3559,0.00001186357695934396602095968,0.00000395454733892674930618064,0.00000176006031461598665670175
3560,0.00001187392282925449768538455,0.00000395753809713451906852654,0.00000176141501634471465012458
3561,0.00001188427730495796947205911,0.00000396053036126306704862821,0.00000176277019343210605118683
3562,0.00001189464039622137383623159,0.00000396352413233881229641271,0.00000176412584617466093701734
3563,0.00001190501211282356628946227,0.00000396651941138609595033619,0.00000176548197486611083703164
3564,0.00001191539246456040735549212,0.00000396951619943229595496789,0.00000176683857980253267829524
3565,0.00001192578146124209919535921,0.00000397251449750513646257404,0.00000176819566127965741685537
3566,0.00001193617911269284300042058,0.00000397551430663231788235898,0.00000176955321959249932358239
3567,0.00001194658542875155344913439,0.00000397851562784220396006348,0.00000177091125503604228756258
3568,0.00001195700041927301021506012,0.00000398151846216494583166029,0.00000177226976790636309860438
3569,0.00001196742409412633826959354,0.00000398452281063093481030571,0.00000177362875849908346282234
3570,0.00001197785646319556171598793,0.00000398752867427132863918243,0.00000177498822710989548301270
3571,0.00001198829753637824398656507,0.00000399053605411666406803837,0.00000177634817403317345826865
3572,0.00001199874732358854414416445,0.00000399354495119988541179381,0.00000177770859956500166503589
3573,0.00001200920583475609331792696,0.00000399655536655519323599397,0.00000177906950400202226788486
3574,0.00001201967307982381396093069,0.00000399956730121583577110594,0.00000178043088763922595669646
3575,0.00001203014906874903306951037,0.00000400258075621519424143883,0.00000178179275077103649602264
3576,0.00001204063381150697203654744,0.00000400559573259024470747055,0.00000178315509369477178406911
3577,0.00001205112731808672784648341,0.00000400861223137751128515562,0.00000178451791670659629373685
3578,0.00001206162959849071645829472,0.00000401163025361248139465939,0.00000178588122010093554273222
3579,0.00001207214066273818434152115,0.00000401464980033308912913853,0.00000178724500417395867266779
3580,0.00001208266052086280794702802,0.00000401767087257728652142956,0.00000178860926922114893487547
3581,0.00001209318918291444033375817,0.00000402069347138476183303422,0.00000178997401553902119282546
3582,0.00001210372665895754612677637,0.00000402371759779534618253487,0.00000179133924342352776717339
3583,0.00001211427295907137085846788,0.00000402674325284915444901828,0.00000179270495317019854814492
3584,0.00001212482809335076568583863,0.00000402977043758738146800497,0.00000179407114507493640439715
3585,0.00001213539207190667004991396,0.00000403279915305275615906131,0.00000179543781943447052153591
3586,0.00001214596490486415533643124,0.00000403582940028755653919759,0.00000179680497654437062498118
3587,0.00001215654660236379441746403,0.00000403886118033495055150293,0.00000179817261670038701870355
3588,0.00001216713717456167547105102,0.00000404189449423898115338915,0.00000179954074019843487831239
3589,0.00001217773663163020164680063,0.00000404492934304533711701216,0.00000180090934733536425494840
3590,0.00001218834498375598912321580,0.00000404796572779922219459001,0.00000180227843840682845362084
3591,0.00001219896224114194149379546,0.00000405100364954740054071052,0.00000180364801370932865305229
3592,0.00001220958841400609062302555,0.00000405404310933700851646459,0.00000180501807353902491739065
3593,0.00001222022351258230981193227,0.00000405708410821623876154100,0.00000180638861819241946616091
3594,0.00001223086754711890193309308,0.00000406012664723289914554045,0.00000180775964796491483148500
3595,0.00001224152052788139989096429,0.00000406317072743718398012563,0.00000180913116315358426514118
3596,0.00001225218246515081393149287,0.00000406621634987989202550380,0.00000181050316405538894570009
3597,0.00001226285336922219865574096,0.00000406926351561096412464446,0.00000181187565096571481406489
3598,0.00001227353325040775885270409,0.00000407231222568255956447714,0.00000181324862418144812607006
3599,0.00001228422211903462563822527,0.00000407536248114680270861951,0.00000181462208399872128385567
3600,0.00001229491998544629101545329,0.00000407841428305718796041512,0.00000181599603071431699153890
3601,0.00001230562686000222673978761,0.00000408146763246816897354700,0.00000181737046462525666188805
3602,0.00001231634275307660499050323,0.00000408452253043384958350565,0.00000181874538602749053808329
3603,0.00001232706767505969173908944,0.00000408757897800934737963816,0.00000182012079521726045878567
3604,0.00001233780163635894391655105,0.00000409063697625186099097949,0.00000182149669249216633085307
3605,0.00001234854464739630096538459,0.00000409369652621793170813529,0.00000182287307814842694544739
3606,0.00001235929671861035328452700,0.00000409675762896558190448570,0.00000182424995248301758220430
3607,0.00001237005786045513436202644,0.00000409982028555307708300148,0.00000182562731579243124725673
3608,0.00001238082808340179129526321,0.00000410288449704056624552008,0.00000182700516837431822405513
3609,0.00001239160739793595587180375,0.00000410595026448742274804995,0.00000182838351052482611862948
3610,0.00001240239581455918171431997,0.00000410901758895365114274817,0.00000182976234254000588223552
3611,0.00001241319334379094545845040,0.00000411208647150185796874919,0.00000183114166471778178305339
3612,0.00001242399999616671291370213,0.00000411515691319528747609342,0.00000183252147735598631301528
3613,0.00001243481578223651865182735,0.00000411822891509637071546830,0.00000183390178075090846166041
3614,0.00001244564071256664626074753,0.00000412130247826837519766604,0.00000183528257519894255067402
3615,0.00001245647479774105718823402,0.00000412437760377680304766553,0.00000183666386099798556667664
3616,0.00001246731804835833073665346,0.00000412745429268630029720657,0.00000183804563844434563167693
3617,0.00001247817047503459069788153,0.00000413053254606355269244556,0.00000183942790783563698614223
3618,0.00001248903208840288601346111,0.00000413361236497663549091456,0.00000184081066947012896000480
3619,0.00001249990289911075567183462,0.00000413669375049254738230011,0.00000184219392364427907147198
3620,0.00001251078291782240466160379,0.00000413977670367935543244029,0.00000184357767065487713979467
3621,0.00001252167215521913441650129,0.00000414286122560659441045712,0.00000184496191079944378324340
3622,0.00001253257062199969720567059,0.00000414594731734559000965041,0.00000184634664437655281200881
3623,0.00001254347832887650108265706,0.00000414903497996563255448621,0.00000184773187168200410703859
3624,0.00001255439528658113131468656,0.00000415212421453946708035058,0.00000184911759301431286109792
3625,0.00001256532150586033050621582,0.00000415521502213924207693708,0.00000185050380867065749793209
3626,0.00001257625699747830845524950,0.00000415830740383878787224881,0.00000185189051894915721409686
3627,0.00001258720177221425035854725,0.00000416140136071109326833533,0.00000185327772414634778717476
3628,0.00001259815584086637362614664,0.00000416449689383233074239759,0.00000185466542456120593180670
3629,0.00001260911921424770807992839,0.00000416759400427760493602980,0.00000185605362049089696137843
3630,0.00001262009190318775333487947,0.00000417069269312257827944760,0.00000185744231223239956575138
3631,0.00001263107391853396180585093,0.00000417379296144492211378326,0.00000185883150008395609828150
3632,0.00001264206527115080510452762,0.00000417689481032335117449675,0.00000186022118434410621476046
3633,0.00001265306597191836107257791,0.00000417999824083617863007444,0.00000186161136531024107454402
3634,0.00001266407603173407932796357,0.00000418310325406304951849858,0.00000186300204328033593061451
3635,0.00001267509546151164603600899,0.00000418620985108377338550910,0.00000186439321855178192538583
3636,0.00001268612427218302213288697,0.00000418931803298033024843558,0.00000186578489142339120819160
3637,0.00001269716247469603929014804,0.00000419242780083443425623552,0.00000186717706219295975058614
3638,0.00001270821008001590107379606,0.00000419553915572900246423245,0.00000186856973115873526978937
3639,0.00001271926709912426491430942,0.00000419865209874720431776723,0.00000186996289861846586797739
3640,0.00001273033354302074177759040,0.00000420176663097392878731802,0.00000187135656487086631360493
3641,0.00001274140942272183088452102,0.00000420488275349468646460840,0.00000187275073021451928926733
3642,0.00001275249474926072725604066,0.00000420800046739538439003512,0.00000187414539494764936456984
3643,0.00001276358953368654767021874,0.00000421111977376151925880781,0.00000187554055936731535338142
3644,0.00001277469378706750038709390,0.00000421424067368131424538144,0.00000187693622377254627809454
3645,0.00001278580752048916848291593,0.00000421736316824396939570035,0.00000187833238846259090710905
3646,0.00001279693074505270164928707,0.00000422048725853782044844114,0.00000187972905373507572317015
3647,0.00001280806347187804548073028,0.00000422361294565353498528364,0.00000188112621988920021278274
3648,0.00001281920571210186759923026,0.00000422674023068200539457855,0.00000188252388722362896981552
3649,0.00001283035747687767283378546,0.00000422986911471443076864362,0.00000188392205603657273510463
3650,0.00001284151877737623535265112,0.00000423299959884271573689716,0.00000188532072662618636750257
3651,0.00001285268962478736973275897,0.00000423613168416120807183391,0.00000188671989929230558437598
3652,0.00001286387003031723990956598,0.00000423926537176397416729379,0.00000188811957433372157859435
3653,0.00001287506000518890273382011,0.00000424240066274530899787669,0.00000188951975204869011369138
3654,0.00001288625956064318534765251,0.00000424553755820057985254419,0.00000189092043273577439024371
3655,0.00001289746870793971985061492,0.00000424867605922722722621980,0.00000189232161669484506940652
3656,0.00001290868745835453348082629,0.00000425181616692232120326077,0.00000189372330422463578811873
3657,0.00001291991582318137644427215,0.00000425495788238385535246437,0.00000189512549562403618674092
3658,0.00001293115381373253836714554,0.00000425810120671152921840294,0.00000189652819119287352402166
3659,0.00001294240144133630702109120,0.00000426124614100417297219950,0.00000189793139122933646236099
3660,0.00001295365871733995634954020,0.00000426439268636270125771576,0.00000189933509603292803773154
3661,0.00001296492565310813877506897,0.00000426754084388847127758413,0.00000190073930590282287063735
3662,0.00001297620226002394736453203,0.00000427069061468431065137985,0.00000190214402113889414946507
3663,0.00001298748854948728720857222,0.00000427384199985285438176750,0.00000190354924204004971945382
3664,0.00001299878453291601738201631,0.00000427699500049765230662339,0.00000190495496890533865896419
3665,0.00001301009022174747418001018,0.00000428014961772465779973076,0.00000190636120203543909690532
3666,0.00001302140562743413665477286,0.00000428330585263785864755941,0.00000190776794172828821522336
3667,0.00001303273076144905392270086,0.00000428646370634466959071452,0.00000190917518828447390172570
3668,0.00001304406563528209957369428,0.00000428962317995215194553668,0.00000191058294200345349379678
3669,0.00001305541026044213515559147,0.00000429278427456914215853618,0.00000191199120318568144473689
3670,0.00001306676464845352289040243,0.00000429594699130272954739286,0.00000191339997212908618796910
3671,0.00001307812881086263809128066,0.00000429911133126473361109595,0.00000191480924913554654869380
3672,0.00001308950275923144838113899,0.00000430227729556524812139171,0.00000191621903450443495875020
3673,0.00001310088650513935892513458,0.00000430544488531445110438902,0.00000191762932853442654518279
3674,0.00001311228006018589331806873,0.00000430861410162525036572950,0.00000191904013152614376262502
3675,0.00001312368343598917735815662,0.00000431178494561173186700072,0.00000192045144378060388105314
3676,0.00001313509664418332842718435,0.00000431495741838651359793594,0.00000192186326559657196779587
3677,0.00001314651969642306935457964,0.00000431813152106532383678221,0.00000192327559727513825021443
3678,0.00001315795260437965457361097,0.00000432130725476289163707645,0.00000192468843911560771258326
3679,0.00001316939537974502393008157,0.00000432448462059706487285042,0.00000192610179141961723743308
3680,0.00001318084803422646893261756,0.00000432766361968344062138603,0.00000192751565448576510248207
3681,0.00001319231057955239771935005,0.00000433084425314109420677628,0.00000192893002861533911317540
3682,0.00001320378302746908584205546,0.00000433402652208929392714881,0.00000193034491410903044048359
3683,0.00001321526538974043135315699,0.00000433721042764722007337602,0.00000193176031126665173050155
3684,0.00001322675767815050850182519,0.00000434039597093648235231294,0.00000193317622038965363094678
3685,0.00001323825990450050854495109,0.00000434358315307802446668048,0.00000193459264177802846872744
3686,0.00001324977208061102524737427,0.00000434677197519437319185959,0.00000193600957573255841706490
3687,0.00001326129421832051417998891,0.00000434996243840806122870482,0.00000193742702255323744545010
3688,0.00001327282632948824207700686,0.00000435315454384453997104643,0.00000193884498254218317797000
3689,0.00001328436842599042865316565,0.00000435634829262828469747266,0.00000194026345599974118066559
3690,0.00001329592051972191482304003,0.00000435954368588442604363696,0.00000194168244322611552087809
3691,0.00001330748262259832641202307,0.00000436274072474087687364545,0.00000194310194452349472812218
3692,0.00001331905474655164928924042,0.00000436593941032387050262525,0.00000194452196019158910755866
3693,0.00001333063690353550757040715,0.00000436913974376320187250133,0.00000194594249053287099819125
3694,0.00001334222910552027805543135,0.00000437234172618730491604186,0.00000194736353584765122571600
3695,0.00001335383136449636343561264,0.00000437554535872648854241724,0.00000194878509643731417037187
3696,0.00001336544369247247239203436,0.00000437875064251117945101495,0.00000195020717260255966495760
3697,0.00001337706610147823197496271,0.00000438195757867449716718595,0.00000195162976464597711056991
3698,0.00001338869860356064972736482,0.00000438516616834867865398796,0.00000195305287286846917155919
3699,0.00001340034121078604048785501,0.00000438837641266696758309008,0.00000195447649757114012245085
3700,0.00001341199393524029306294676,0.00000439158831276384334807647,0.00000195590063905552394269797
3701,0.00001342365678902884086435421,0.00000439480186977495395377177,0.00000195732529762351627843761
3702,0.00001343532978427610749572976,0.00000439801708483652376639731,0.00000195875047357678127346026
3703,0.00001344701293312607238664199,0.00000440123395908588120408206,0.00000196017616721727832837130
3704,0.00001345870624774074626420188,0.00000440445249365989620332104,0.00000196160237884569864600868
3705,0.00001347040974030362234158848,0.00000440767268969839327928831,0.00000196302910876487735517592
3706,0.00001348212342301618586798348,0.00000441089454834062284466631,0.00000196445635727626390859725
3707,0.00001349384730810002038020002,0.00000441411807072732918299094,0.00000196588412468198911637952
3708,0.00001350558140779633341674926,0.00000441734325800023774678000,0.00000196731241128435151827835
3709,0.00001351732573436528843509991,0.00000442057011130134858510540,0.00000196874121738510987906936
3710,0.00001352908030008672315575450,0.00000442379863177361608664398,0.00000197017054328616199289588
3711,0.00001354084511726176056751516,0.00000442702882056252128579591,0.00000197160038929111605122490
3712,0.00001355262019820791211732752,0.00000443026067881113631375170,0.00000197303075570035416733282
3713,0.00001356440555526570799123177,0.00000443349420766671573818318,0.00000197446164281762276234845
3714,0.00001357620120079383584524212,0.00000443672940827579637259493,0.00000197589305094513144423064
3715,0.00001358800714716995002938133,0.00000443996628178496740827959,0.00000197732498038432219638629
3716,0.00001359982340679322889277418,0.00000444320482934338854370544,0.00000197875743143838656543075
3717,0.00001361164999208341864119283,0.00000444644505210179457133977,0.00000198019040441126930286202
3718,0.00001362348691547674469477808,0.00000444968695120836740872480,0.00000198162389960353945641099
3719,0.00001363533418943314248346171,0.00000445293052781592739049956,0.00000198305791731958070326414
3720,0.00001364719182642980580665941,0.00000445617578307544209811450,0.00000198449245786109924722239
3721,0.00001365905983896616459252131,0.00000445942271814096445577889,0.00000198592752153206095365694
3722,0.00001367093823955961503437125,0.00000446267133416532310530628,0.00000198736310863438078317180
3723,0.00001368282704074913378517750,0.00000446592163230369675098475,0.00000198879921947149617698411
3724,0.00001369472625509393516643986,0.00000446917361371223139856525,0.00000199023585434698334811139
3725,0.00001370663589517227359645853,0.00000447242727954680276870550,0.00000199167301356331873936112
3726,0.00001371855597358401962803027,0.00000447568263096555215928823,0.00000199311069742441392797832
3727,0.00001373048650294722209670949,0.00000447893966912540833484941,0.00000199454890623213656533871
3728,0.00001374242749590367226914754,0.00000448219839518761133298634,0.00000199598764029183321316362
3729,0.00001375437896511185817348835,0.00000448545881031062635542548,0.00000199742689990524229208983
3730,0.00001376634092325372962037847,0.00000448872091565686820533671,0.00000199886668537721753785956
3731,0.00001377831338302930155674189,0.00000449198471238726401853802,0.00000200030699701028979018471
3732,0.00001379029635716138565273426,0.00000449525020166594407291663,0.00000200174783510935681888771
3733,0.00001380228985839120570500581,0.00000449851738465581634299852,0.00000200318919997725693221684
3734,0.00001381429389948130005509801,0.00000450178626252142795502516,0.00000200463109191762945811725
3735,0.00001382630849321569013943817,0.00000450505683642909267151645,0.00000200607351123504125693675
3736,0.00001383833365239722642263134,0.00000450832910754419568963494,0.00000200751645823229056205132
3737,0.00001385036938985161678525751,0.00000451160307703518071117091,0.00000200895993321439306973732
3738,0.00001386241571842384297806710,0.00000451487874606992507832873,0.00000201040393648495610565807
3739,0.00001387447265098097089787534,0.00000451815611581850854048477,0.00000201184846834894642065874
3740,0.00001388654020040923035552975,0.00000452143518745025146610100,0.00000201329352910972743136313
3741,0.00001389861837961689625388222,0.00000452471596213655432313230,0.00000201473911907189771808264
3742,0.00001391070720153333883369224,0.00000452799844104990614384302,0.00000201618523854029851777967
3743,0.00001392280667910741974872255,0.00000453128262536223871939285,0.00000201763188781836694436632
3744,0.00001393491682531105372669774,0.00000453456851624844625471566,0.00000201907906721165465332451
3745,0.00001394703765313477414972113,0.00000453785611488190886235673,0.00000202052677702335036416739
3746,0.00001395916917559366813200934,0.00000454114542244038540694220,0.00000202197501756017171353201
3747,0.00001397131140572005891833291,0.00000454443644009865361970416,0.00000202342378912500440402597
3748,0.00001398346435656941793344332,0.00000454772916903437971951338,0.00000202487309202277081909999
3749,0.00001399562804122031398970419,0.00000455102361042802507935252,0.00000202632292656033571202297
3750,0.00001400780247276790636808206,0.00000455431976545629670487987,0.00000202777329303995570292008
3751,0.00001401998766433353490870341,0.00000455761763530169456082154,0.00000202922419176882560836943
3752,0.00001403218362905717392055341,0.00000456091722114492265843379,0.00000203067562305148854273112
3753,0.00001404439038010060821487516,0.00000456421852416802211505436,0.00000203212758719296798131980
3754,0.00001405660793064633748109179,0.00000456752154555323247297791,0.00000203358008449762809125094
3755,0.00001406883629390067386528230,0.00000457082628648604610781191,0.00000203503311527222714271365
3756,0.00001408107548308968454220144,0.00000457413274815110753159552,0.00000203648667982181581239821
3757,0.00001409332551146049870267631,0.00000457744093173347697671195,0.00000203794077845099978296083
3758,0.00001410558639228358623347246,0.00000458075083842086558027635,0.00000203939541146617391504918
3759,0.00001411785813885058150010041,0.00000458406246940141556655675,0.00000204085057917330143418399
3760,0.00001413014076447420264421953,0.00000458737582586357582185323,0.00000204230628187778850851394
3761,0.00001414243428248809555414399,0.00000459069090899590205930227,0.00000204376251988428340850351
3762,0.00001415473870625073752649331,0.00000459400771999091648235420,0.00000204521929350053516487710
3763,0.00001416705404913934535102056,0.00000459732626003897188911111,0.00000204667660303125666727573
3764,0.00001417938032455465843349652,0.00000460064653033299060123935,0.00000204813444878286258610946
3765,0.00001419171754591900664317709,0.00000460396853206648804510955,0.00000204959283106149194644023
3766,0.00001420406572667731793197183,0.00000460729226643453596708516,0.00000205105175017397033478536
3767,0.00001421642488029503192165323,0.00000461061773463163156141526,0.00000205251120642567801388699
3768,0.00001422879502026051559331200,0.00000461394493785406852692143,0.00000205397120012291997000998
3769,0.00001424117616008476208248335,0.00000461727387729959113373479,0.00000205543173157257896275898
3770,0.00001425356831330021995951771,0.00000462060455416617868757770,0.00000205689280108089897275994
3771,0.00001426597149346228278532937,0.00000462393696965349012923159,0.00000205835440895492878736562
3772,0.00001427838571414770069097006,0.00000462727112496123053099164,0.00000205981655550088747715946
3773,0.00001429081098895568140183274,0.00000463060702129020698374583,0.00000206127924102521926785612
3774,0.00001430324733150897609052921,0.00000463394465984336912251496,0.00000206274246583563303702848
3775,0.00001431569475545131710150895,0.00000463728404182320145559019,0.00000206420623023849362994394
3776,0.00001432815327444941108343362,0.00000464062516843367097590145,0.00000206567053454076844210767
3777,0.00001434062290219291186912447,0.00000464396804088015440465277,0.00000206713537904995363410976
3778,0.00001435310365239320379957628,0.00000464731266036817576212021,0.00000206860076407281068296424
3779,0.00001436559553878432109424090,0.00000465065902810427985898153,0.00000207006668991623884130319
3780,0.00001437809857512400282147947,0.00000465400714529704128891548,0.00000207153315688828310133248
3781,0.00001439061277519248124423070,0.00000465735701315580664626377,0.00000207300016529687538055278
3782,0.00001440313815279060527480891,0.00000466070863288877181799714,0.00000207446771544791078880850
3783,0.00001441567472174411790101273,0.00000466406200570721299477956,0.00000207593580764947759198945
3784,0.00001442822249590176416884988,0.00000466741713282354825352646,0.00000207740444220991776867754
3785,0.00001444078148913404263330136,0.00000467077401545004239468514,0.00000207887361943653081199248
3786,0.00001445335171533439405754542,0.00000467413265479994897621307,0.00000208034333963671472230079
3787,0.00001446593318842025638044434,0.00000467749305208851844970275,0.00000208181360311897309900336
3788,0.00001447852592233120249902186,0.00000468085520853108900975890,0.00000208328441019100495695788
3789,0.00001449112993103093079928443,0.00000468421912534503008391693,0.00000208475576116164716619538
3790,0.00001450374522850434245119409,0.00000468758480374677244231761,0.00000208622765633790352988667
3791,0.00001451637182876106915156435,0.00000469095224495528865117755,0.00000208770009602842417963790
3792,0.00001452900974583341841742062,0.00000469432145018999094587320,0.00000208917308054140240862929
3793,0.00001454165899377759784692886,0.00000469769242067190795758656,0.00000209064661018575034435999
3794,0.00001455431958667184697625074,0.00000470106515762176892197054,0.00000209212068526918211817263
3795,0.00001456699153861909954387029,0.00000470443966226261815174083,0.00000209359530610082727257635
