Eigenstate,Residual Energy,Adjusted Residual Energy,log(Adjusted Residual Energy)
4057,0.00000249970381938133101267885,0.036847428818317035421456665707623289,-3.300969437046609389341256246552802622318267822265625
4058,0.00000250133299362596952401082,0.036847430447491280059967997677623289,-3.300969392832555637795621805707924067974090576171875
4059,0.00000250296279878705459135155,0.036847432077296441145035338407623289,-3.300969348601380914942637900821864604949951171875
4060,0.00000250459323520329399341627,0.036847433707732857384437403127623289,-3.300969304353076783087317380704917013645172119140625
4061,0.00000250622430321363366931299,0.036847435338800867724113299847623289,-3.300969260087633916356253394042141735553741455078125
4062,0.00000250785600315859495475223,0.036847436970500812685398739087623289,-3.300969215805042988876039089518599212169647216796875
4063,0.00000250948833537700072317878,0.036847438602833031091167165637623289,-3.30096917150529467477326761581934988498687744140625
4064,0.00000251112130020993684092404,0.036847440235797864027284910897623289,-3.30096912718838009226374197169207036495208740234375
4065,0.00000251275489799621995220054,0.036847441869395650310396187397623289,-3.300969082854289471384845455759204924106597900390625
4066,0.00000251438912907645964372253,0.036847443503626730550087709387623289,-3.300969038503013930352381066768430173397064208984375
4067,0.00000251602399379106580032599,0.036847445138491445156244312847623289,-3.300968994134544143292941953404806554317474365234375
4068,0.00000251765949248058145533695,0.036847446773990134671899323807623289,-3.300968949748871228422331114416010677814483642578125
4069,0.00000251929562548583872870978,0.036847448410123139929172696637623289,-3.300968905345985415777931848424486815929412841796875
4070,0.00000252093239314670249577871,0.036847450046890800792939765567623289,-3.300968860925877823575547154177911579608917236328125
4071,0.00000252256979580577005358313,0.036847451684293459860497569987623289,-3.30096881648853912594177018036134541034698486328125
4072,0.00000252420783380227953394113,0.036847453322331456369977927987623289,-3.300968772033959997003194075659848749637603759765625
4073,0.00000252584650747874515872552,0.036847454961005132835602712377623289,-3.3009687275621306667972021386958658695220947265625
4074,0.00000252748581717620773925352,0.036847456600314830298183240377623289,-3.3009686830730426976288072182796895503997802734375
4075,0.00000252912576323540376208837,0.036847458240260889494206075227623289,-3.300968638566687207713812313158996403217315673828125
4076,0.00000253076634599959469071602,0.036847459880843653685134702877623289,-3.300968594043053538911181021830998361110687255859375
4077,0.00000253240756580930795325437,0.036847461522063463398397241227623289,-3.30096854950213280943671634304337203502655029296875
4078,0.00000253404942300639195430568,0.036847463163920660482398292537623289,-3.30096850494391702568464097566902637481689453125
4079,0.00000253569191793393628311308,0.036847464806415588026727099937623289,-3.3009684603683950854247086681425571441650390625
4080,0.00000253733505093408657853197,0.036847466449548588177022518827623289,-3.3009684157755589950511421193368732929229736328125
4081,0.00000253897882234810276562372,0.036847468093320002193209610577623289,-3.30096837116539898460132462787441909313201904296875
4082,0.00000254062323252006956465548,0.036847469737730174160008642337623289,-3.300968326537905728201849342440254986286163330078125
4083,0.00000254226828179185493254404,0.036847471382779445945376530897623289,-3.30096828189306989997930941171944141387939453125
4084,0.00000254391397050638040341481,0.036847473028468160470847401667623289,-3.30096823723088217406029798439703881740570068359375
4085,0.00000254556029900676412554434,0.036847474674796660854569531197623289,-3.300968192551333668660618059220723807811737060546875
4086,0.00000254720726763680151719671,0.036847476321765290891961183567623289,-3.300968147854414613817652934812940657138824462890625
4087,0.00000254885487673946113758594,0.036847477969374393551581572797623289,-3.300968103140115683657995759858749806880950927734375
4088,0.00000255050312665726229012573,0.036847479617624311352734112587623289,-3.300968058408427996397449533105827867984771728515625
4089,0.00000255215201773472047129539,0.036847481266515388810915282247623289,-3.300968013659341782073397553176619112491607666015625
4090,0.00000255380155031578969407829,0.036847482916047969880138065147623289,-3.300967968892848158901642818818800151348114013671875
4091,0.00000255545172474444321215867,0.036847484566222398533656145527623289,-3.3009679241089369128303587785921990871429443359375
4092,0.00000255710254136409860864777,0.036847486217039018189052634627623289,-3.300967879307599606164558281307108700275421142578125
4093,0.00000255875400051999993118759,0.036847487868498174090375174447623289,-3.300967834488826913030834475648589432239532470703125
4094,0.00000256040610255612437616871,0.036847489520600210214820155567623289,-3.300967789652608619377360810176469385623931884765625
4095,0.00000256205884781658626157851,0.036847491173345470676705565367623289,-3.30096774479893628750915013370104134082794189453125
4096,0.00000256371223664626258372732,0.036847492826734300353027714177623289,-3.30096769992780014746358574484474956989288330078125
4097,0.00000256536626939015854638538,0.036847494480767044248990372237623289,-3.300967655039190873367260792292654514312744140625
4098,0.00000256702094639342791523397,0.036847496135444047518359220827623289,-3.3009676101330995834359782747924327850341796875
4099,0.00000256867626800143688532631,0.036847497790765655527329313167623289,-3.300967565209516063617911640903912484645843505859375
4100,0.00000257033223455927954416004,0.036847499446732213369988146897623289,-3.3009675202684309880396540393121540546417236328125
4101,0.00000257198884641201770481830,0.036847501103344066108148805157623289,-3.300967475309835919006218318827450275421142578125
4102,0.00000257364610390560240355176,0.036847502760601559692847538617623289,-3.30096743033372064246577792800962924957275390625
4103,0.00000257530400738548367002573,0.036847504418505039574114012587623289,-3.300967385340075832544926015543751418590545654296875
4104,0.00000257696255719834735900483,0.036847506077054852437802991687623289,-3.300967340328892607459465580177493393421173095703125
4105,0.00000257862175369007368508586,0.036847507736251344164129072717623289,-3.30096729530016119724677992053329944610595703125
4106,0.00000258028159720709658889051,0.036847509396094861187032877367623289,-3.300967250253872276033462185296230018138885498046875
4107,0.00000258194208809528392686291,0.036847511056585749374370849767623289,-3.300967205190016517946105523151345551013946533203125
4108,0.00000258360322670190900248404,0.036847512717724355999446470897623289,-3.3009671601085841530220932327210903167724609375
4109,0.00000258526501337286032689065,0.036847514379511026950770877507623289,-3.300967115009566743566438162815757095813751220703125
4110,0.00000258692744845605701929278,0.036847516041946110147463279637623289,-3.3009670698929536314381039119325578212738037109375
4111,0.00000258859053229739458528306,0.036847517705029951485029269917623289,-3.300967024758735934852893478819169104099273681640625
4112,0.00000259025426524473699341655,0.036847519368762898827437403407623289,-3.30096697960690477202660986222326755523681640625
4113,0.00000259191864764536421253259,0.036847521033145299454656519447623289,-3.300966934437449484818216660642065107822418212890625
4114,0.00000259358367984718771218396,0.036847522698177501278156170817623289,-3.30096688925036207962193657294847071170806884765625
4115,0.00000259524936219793436363534,0.036847524363859852024807622197623289,-3.300966844045631898296733197639696300029754638671875
4116,0.00000259691569504456306701647,0.036847526030192698653511003327623289,-3.300966798823250503147619383526034653186798095703125
4117,0.00000259858267873521551992668,0.036847527697176389305963913537623289,-3.300966753583207680122768579167313873767852783203125
4118,0.00000260025031361919373006871,0.036847529364811273284174055567623289,-3.30096670832549410334877393324859440326690673828125
4119,0.00000260191860004342056042624,0.036847531033097697511004413097623289,-3.300966663050100891041438444517552852630615234375
4120,0.00000260358753835701458677495,0.036847532702036011105030761807623289,-3.300966617757018273238145411596633493900299072265625
4121,0.00000260525712890883707652103,0.036847534371626562927520507887623289,-3.30096657244623603588706828304566442966461181640625
4122,0.00000260692737204720837072555,0.036847536041869701298814712407623289,-3.300966527117746185382429757737554609775543212890625
4123,0.00000260859826812129196531074,0.036847537712765775382409297597623289,-3.30096648177153806358319343416951596736907958984375
4124,0.00000261026981748046745736086,0.036847539384315134557901347717623289,-3.300966436407602788705162311089225113391876220703125
4125,0.00000261194202047421940558099,0.036847541056518128309849567847623289,-3.300966391025930146696509837056510150432586669921875
4126,0.00000261361487745134015713058,0.036847542729375105430601117437623289,-3.300966345626511699862248860881663858890533447265625
4127,0.00000261528838876140498023812,0.036847544402886415495424224977623289,-3.300966300209337678239762681187130510807037353515625
4128,0.00000261696255475472482594803,0.036847546077052408815269934887623289,-3.300966254774397867777224746532738208770751953125
4129,0.00000261863737578066727661242,0.036847547751873434757720599277623289,-3.30096620932168338669043805566616356372833251953125
4130,0.00000262031285218946566491211,0.036847549427349843556108898967623289,-3.30096616385118490910599575727246701717376708984375
4131,0.00000262198898433222623838552,0.036847551103481986316682372377623289,-3.300966118362892220972071299911476671695709228515625
4132,0.00000262366577255799084772148,0.036847552780270212081291708337623289,-3.300966072856796440504467682330869138240814208984375
4133,0.00000262534321721850131618259,0.036847554457714872591760169447623289,-3.300966027332888241829778053215704858303070068359375
4134,0.00000262702131866329505231716,0.036847556135816317385496304017623289,-3.300965981791156966806966011063195765018463134765625
4135,0.00000262870007724423852876422,0.036847557814574898328972751077623289,-3.300965936231594621830254254746250808238983154296875
4136,0.00000263037949331247267967514,0.036847559493990966563123661997623289,-3.300965890654190548758606382762081921100616455078125
4137,0.00000263205956721878546916377,0.036847561174064872875913150627623289,-3.30096584505893542171861554379574954509735107421875
4138,0.00000263374029931476297088299,0.036847562854796968853414869847623289,-3.30096579944582035892608473659493029117584228515625
4139,0.00000263542168995138821523048,0.036847564536187605478659217337623289,-3.30096575381483514632918740971945226192474365234375
4140,0.00000263710373948091289806681,0.036847566218237135003342053667623289,-3.300965708165970458054516711854375898838043212890625
4141,0.00000263878644825560644401431,0.036847567900945909696888001167623289,-3.300965662499216524139455941622145473957061767578125
4142,0.00000264046981662708851587207,0.036847569584314281178959858927623289,-3.300965616814564018710598247707821428775787353515625
4143,0.00000264215384494752564887038,0.036847571268342601616092857237623289,-3.300965571112003171805326928733848035335540771484375
4144,0.00000264383853356887782022068,0.036847572953031222968264207537623289,-3.300965525391525101639444983447901904582977294921875
4145,0.00000264552388284521069426888,0.036847574638380499301138255737623289,-3.300965479653119150071916010347194969654083251953125
4146,0.00000264720989312772383753033,0.036847576324390781814281517187623289,-3.30096543389677687940775285824202001094818115234375
4147,0.00000264889656476952920449222,0.036847578011062423619648479077623289,-3.300965388122488075595128975692205131053924560546875
4148,0.00000265058389812430513883483,0.036847579698395778395582821687623289,-3.300965342330243412760637511382810771465301513671875
4149,0.00000265227189354463985342590,0.036847581386391198730297412757623289,-3.300965296520032676852451913873665034770965576171875
4150,0.00000265396055138426223385972,0.036847583075049038352677846577623289,-3.300965250691846986086375181912444531917572021484375
4151,0.00000265564987199632320741576,0.036847584764369650413651402617623289,-3.300965204845676570499790614121593534946441650390625
4152,0.00000265733985573494901043423,0.036847586454353389039454421087623289,-3.300965158981511660130081509123556315898895263671875
4153,0.00000265903050295394073989948,0.036847588145000608031183886337623289,-3.3009651130993429291038410156033933162689208984375
4154,0.00000266072181400781120400723,0.036847589836311661901647994087623289,-3.30096506719916060745845243218354880809783935546875
4155,0.00000266241378924959480296180,0.036847591528286903685246948657623289,-3.300965021280954925231299057486467063426971435546875
4156,0.00000266410642903420292610610,0.036847593220926688293370092957623289,-3.300964975344717000638183890259824693202972412109375
4157,0.00000266579973371677439033935,0.036847594914231370864834326207623289,-3.30096492939043617553807052900083363056182861328125
4158,0.00000266749370365095607543347,0.036847596608201305046519420327623289,-3.3009648834181035681467619724571704864501953125
4159,0.00000266918833919266753462738,0.036847598302836846757978614237623289,-3.30096483742770896441243166918866336345672607421875
4160,0.00000267088364069626742595207,0.036847599998138350357869938927623289,-3.300964791419243038461672767880372703075408935546875
4161,0.00000267257960851767299664458,0.036847601694106171763440631437623289,-3.30096474539269646442107841721735894680023193359375
4162,0.00000267427624301139041952113,0.036847603390740665480863507987623289,-3.3009646993480590282388220657594501972198486328125
4163,0.00000267597354453325893501318,0.036847605088042187349379000037623289,-3.3009646532853214040414968621917068958282470703125
4164,0.00000267767151343954291264511,0.036847606786011093633356631967623289,-3.300964607204474265955695955199189484119415283203125
4165,0.00000267937015008545093245515,0.036847608484647739541376442007623289,-3.3009645611055073999295927933417260646820068359375
4166,0.00000268106945482747313446552,0.036847610183952481563578452377623289,-3.300964514988411036000570675241760909557342529296875
4167,0.00000268276942802234404005897,0.036847611883925676434484045827623289,-3.30096446885317629238443259964697062969207763671875
4168,0.00000268447007002569406096946,0.036847613584567679784504956317623289,-3.300964422699792510940142165054567158222198486328125
4169,0.00000268617138119368383670543,0.036847615285878847774280692287623289,-3.3009643765282508098835023702122271060943603515625
4170,0.00000268787336188423537402884,0.036847616987859538325818015697623289,-3.300964330338541419251896513742394745349884033203125
4171,0.00000268957601245383641968691,0.036847618690510107926863673767623289,-3.300964284130654124993498044204898178577423095703125
4172,0.00000269127933325868035090536,0.036847620393830912770794892217623289,-3.300964237904579601234900110284797847270965576171875
4173,0.00000269298332465726408247109,0.036847622097822311354526457947623289,-3.300964191660308078013486010604538023471832275390625
4174,0.00000269468798700664807133819,0.036847623802484660738515325047623289,-3.30096414539783022945584889384917914867401123046875
4175,0.00000269639332066452519293432,0.036847625507818318615636921177623289,-3.30096409911713539742095235851593315601348876953125
4176,0.00000269809932598832992799525,0.036847627213823642420371982107623289,-3.30096405281821514421380925341509282588958740234375
4177,0.00000269980600333652463368746,0.036847628920500990615077674317623289,-3.30096400650105881169338317704387009143829345703125
4178,0.00000270151335306693810257728,0.036847630627850721028546564137623289,-3.300963960165657073986267278087325394153594970703125
4179,0.00000270322137553742313518219,0.036847632335873191513579169047623289,-3.300963913812000161129844855167903006076812744140625
4180,0.00000270493007110690858989463,0.036847634044568760999033881487623289,-3.300963867440077859072289356845431029796600341796875
4181,0.00000270663944013484030966261,0.036847635753937788930753649467623289,-3.300963821049881286029403781867586076259613037109375
4182,0.00000270834948297923277599028,0.036847637463980633323219977137623289,-3.30096377464140022794936157879419624805450439453125
4183,0.00000271006019999883922207088,0.036847639174697652929666057737623289,-3.300963728214625358958755896310321986675262451171875
4184,0.00000271177159155328046833445,0.036847640886089207370912321307623289,-3.30096368176954602091655033291317522525787353515625
4185,0.00000271348365800165463919954,0.036847642598155655745083186397623289,-3.300963635306153332038547887350432574748992919921875
4186,0.00000271519639970336798309142,0.036847644310897357458427078277623289,-3.30096358882443752236213185824453830718994140625
4187,0.00000271690981701881984210710,0.036847646024314672910286093957623289,-3.300963542324387933746265844092704355716705322265625
4188,0.00000271862391030719549484351,0.036847647738407961285938830367623289,-3.30096349580599568440675284364260733127593994140625
4189,0.00000272033867992813997799564,0.036847649453177582230421982497623289,-3.300963449269251004380976155516691505908966064453125
4190,0.00000272205412624289758898210,0.036847651168623896988032968957623289,-3.300963402714143679617109228274784982204437255859375
4191,0.00000272377024961190344156135,0.036847652884747265993885548207623289,-3.300963356140664384241745210601948201656341552734375
4192,0.00000272548705039469474014917,0.036847654601548048785184136027623289,-3.300963309548802460113847700995393097400665283203125
4193,0.00000272720452895270561136794,0.036847656319026606796055354797623289,-3.300963262938549025449219698202796280384063720703125
4194,0.00000272892268564739002676485,0.036847658037183301480470751707623289,-3.300963216309894310285244500846602022647857666015625
4195,0.00000273064152083895746724290,0.036847659756018493047911229757623289,-3.300963169662827656480885707424022257328033447265625
4196,0.00000273236103488931196177235,0.036847661475532543402405759207623289,-3.300963122997340182251946316682733595371246337890625
4197,0.00000273408122815873672865469,0.036847663195725812827172641547623289,-3.30096307631342167354659977718256413936614990234375
4198,0.00000273580210100986099189510,0.036847664916598663951435881957623289,-3.300963029611061916313019537483341991901397705078125
4199,0.00000273752365380446993895027,0.036847666638151458560382937127623289,-3.30096298289025202876700859633274376392364501953125
4200,0.00000273924588690499457603677,0.036847668360384559085020023627623289,-3.30096293615098179685674040229059755802154541015625
4201,0.00000274096880067252799902302,0.036847670083298326618443009877623289,-3.300962889393240562441178553854115307331085205078125
4202,0.00000274269239547028762143782,0.036847671806893124378065424677623289,-3.3009628426170198878253358998335897922515869140625
4203,0.00000274441667165999391440391,0.036847673531169314084358390767623289,-3.30096279582230867077896618866361677646636962890625
4204,0.00000274614162960491212198964,0.036847675256127259002565976497623289,-3.300962749009098029517872419091872870922088623046875
4205,0.00000274786726966781995217775,0.036847676981767321910396164607623289,-3.3009627021773777499902280396781861782073974609375
4206,0.00000274959359221220375218885,0.036847678708089866294196175707623289,-3.300962655327138062233416349045000970363616943359375
4207,0.00000275132059760124670433730,0.036847680435095255337148324157623289,-3.300962608458368752195610795752145349979400634765625
4208,0.00000275304828619780063975805,0.036847682162783851891083744907623289,-3.300962561571060494003404528484679758548736572265625
4209,0.00000275477665836597320828624,0.036847683891156020063652273097623289,-3.3009625146652030736049709958024322986602783203125
4210,0.00000275650571446897884061801,0.036847685620212123069284604867623289,-3.3009624677407867210376934963278472423553466796875
4211,0.00000275823545487104707359610,0.036847687349952525137517582957623289,-3.30096242079780122224974547862075269222259521484375
4212,0.00000275996587993693018132310,0.036847689080377591020625309957623289,-3.300962373836237251367720091366209089756011962890625
4213,0.00000276169699003005205856351,0.036847690811487684142502550367623289,-3.300962326856085038429000633186660706996917724609375
4214,0.00000276342878551557342872033,0.036847692543283169663872707187623289,-3.300962279857333925292550702579319477081298828125
4215,0.00000276516126675793496255775,0.036847694275764412025406544607623289,-3.300962232839974586084963448229245841503143310546875
4216,0.00000276689443412167413328935,0.036847696008931775764577276207623289,-3.300962185803996806754412318696267902851104736328125
4217,0.00000276862828797278748251460,0.036847697742785626877926501457623289,-3.30096213874939081733828061260282993316650390625
4218,0.00000277036282867548180247951,0.036847699477326329572246466367623289,-3.300962091676147291963161478633992373943328857421875
4219,0.00000277209805659565770377059,0.036847701212554249748147757447623289,-3.30096204458425557248801851528696715831756591796875
4220,0.00000277383397209916675226530,0.036847702948469753257196252157623289,-3.300961997473705888950235021184198558330535888671875
4221,0.00000277557057555188039467967,0.036847704685073205970838666527623289,-3.300961950344488027297984444885514676570892333984375
4222,0.00000277730786731887647645916,0.036847706422364972966920446017623289,-3.300961903196592661657859935075975954532623291015625
4223,0.00000277904584776710700361228,0.036847708160345421197447599137623289,-3.30096185603000957797803494031541049480438232421875
4224,0.00000278078451726271377539259,0.036847709899014916804219379447623289,-3.300961808844728562206682909163646399974822998046875
4225,0.00000278252387617177753201964,0.036847711638373825867976006497623289,-3.300961761640740288470396990305744111537933349609375
4226,0.00000278426392486206761853604,0.036847713378422516158062522897623289,-3.300961714418034542717350632301531732082366943359375
4227,0.00000278600466369937277432726,0.036847715119161353463218314117623289,-3.30096166717660111089571728371083736419677734375
4228,0.00000278774609305132826577641,0.036847716860590705418709763267623289,-3.3009616199164302230428802431561052799224853515625
4229,0.00000278948821328457921272953,0.036847718602710938669656716387623289,-3.300961572637512109196222809259779751300811767578125
4230,0.00000279123102476770664356048,0.036847720345522421797087547337623289,-3.30096152533983655530391843058168888092041015625
4231,0.00000279297452786767028843460,0.036847722089025521760732421457623289,-3.30096147802339334731414055568166077136993408203125
4232,0.00000279471872295177192450699,0.036847723833220605862368493847623289,-3.30096143068817315935348233324475586414337158203125
4233,0.00000279646361038870853509640,0.036847725578108042798979083257623289,-3.300961383334165333280907361768186092376708984375
4234,0.00000279820919054643227759968,0.036847727323688200522721586537623289,-3.300961335961360543223008789937011897563934326171875
4235,0.00000279995546379431603154333,0.036847729069961448406475530187623289,-3.300961288569748131038750216248445212841033935546875
4236,0.00000280170243049952700609234,0.036847730816928153617450079197623289,-3.300961241159318770854724789387546479701995849609375
4237,0.00000280345009103090172690313,0.036847732564588684992170889987623289,-3.300961193730061804529896107851527631282806396484375
4238,0.00000280519844575808363773261,0.036847734312943412174081719467623289,-3.300961146281967462101647470262832939624786376953125
4239,0.00000280694749505043153624269,0.036847736061992704521980229547623289,-3.300961098815026417696572025306522846221923828125
4240,0.00000280869723927620601477770,0.036847737811736930296458764557623289,-3.30096105132922712499521367135457694530487060546875
4241,0.00000281044767880562552390459,0.036847739562176459715967891447623289,-3.300961003824560702213375407154671847820281982421875
4242,0.00000281219881400830255421549,0.036847741313311662392998202347623289,-3.300960956301017379388440531329251825809478759765625
4243,0.00000281395064525434149455743,0.036847743065142908431938544287623289,-3.300960908758586054290162792312912642955780029296875
4244,0.00000281570317291246844890919,0.036847744817670566558892896047623289,-3.300960861197257401045135338790714740753173828125
4245,0.00000281745639735449658105668,0.036847746570895008587025043537623289,-3.30096081361702164969074146938510239124298095703125
4246,0.00000281921031895035316557808,0.036847748324816604443609564937623289,-3.3009607660178676979967349325306713581085205078125
4247,0.00000282096493807101538924496,0.036847750079435725105833231817623289,-3.300960718399786220089708876912482082843780517578125
4248,0.00000282272025508642907164109,0.036847751834752740519515627947623289,-3.300960670762767446007046601152978837490081787109375
4249,0.00000282447627036851590681217,0.036847753590768022606350799027623289,-3.300960623106800273518501853686757385730743408203125
4250,0.00000282623298428790332038363,0.036847755347481941993764370487623289,-3.300960575431875820839877633261494338512420654296875
4251,0.00000282799039721607939834669,0.036847757104894870169842333547623289,-3.3009605277379829857409276883117854595184326171875
4252,0.00000282974850952491411740532,0.036847758863007179004561392177623289,-3.300960480025112442348245167522691190242767333984375
4253,0.00000283150732158552996470052,0.036847760621819239620408687377623289,-3.3009604322932535325207936693914234638214111328125
4254,0.00000283326683376991402812133,0.036847762381331424004472108187623289,-3.30096038454239693038516634260304272174835205078125
4255,0.00000283502704645132726755376,0.036847764141544105417711540617623289,-3.3009603367725315337111169355921447277069091796875
4256,0.00000283678796000113260837293,0.036847765902457655223052359787623289,-3.30096028898364846071444844710640609264373779296875
4257,0.00000283854957479278681744846,0.036847767664072446877261435317623289,-3.30096024117573616507570477551780641078948974609375
4258,0.00000284031189119741412399848,0.036847769426388851504567985337623289,-3.3009601933487857650106889195740222930908203125
4259,0.00000284207490958983193202571,0.036847771189407243922376012567623289,-3.3009601455027866023783644777722656726837158203125
4260,0.00000284383863034173612257510,0.036847772953127995826566561957623289,-3.300960097637728463126904898672364652156829833984375
4261,0.00000284560305382672185459634,0.036847774717551480812298583197623289,-3.30096004975360113320448363083414733409881591796875
4262,0.00000284736818041857856486305,0.036847776482678072669008849907623289,-3.300960001850395286737693822942674160003662109375
4263,0.00000284913401049124495195164,0.036847778248508145335395938497623289,-3.3009599539280998214962892234325408935546875
4264,0.00000285090054441862815943765,0.036847780015042072718603424507623289,-3.300959905986704523428443280863575637340545654296875
4265,0.00000285266778257352796458285,0.036847781782280227618408569707623289,-3.300959858026200510749958993983455002307891845703125
4266,0.00000285443572533155283633572,0.036847783550222985643280322577623289,-3.3009598100465762371413802611641585826873779296875
4267,0.00000285620437306650752345139,0.036847785318870720597967438247623289,-3.300959762047822376729300231090746819972991943359375
4268,0.00000285797372615396612805954,0.036847787088223808056572046397623289,-3.300959714029928715461892352323047816753387451171875
4269,0.00000285974378496751602746238,0.036847788858282621606471449237623289,-3.30095966599288459519812022335827350616455078125
4270,0.00000286151454988261995987001,0.036847790629047536710403856867623289,-3.300959617936680245975367142818868160247802734375
4271,0.00000286328602127500343311516,0.036847792400518929093877102017623289,-3.300959569861305453741806559264659881591796875
4272,0.00000286505819951949457709327,0.036847794172697173585021080127623289,-3.30095952176674956035640207119286060333251953125
4273,0.00000286683108499218289404612,0.036847795945582646273338032977623289,-3.300959473653003239945746827288530766963958740234375
4274,0.00000286860467806920239808779,0.036847797719175723292842074647623289,-3.30095942552005539027959457598626613616943359375
4275,0.00000287037897912578418531095,0.036847799493476779874629297807623289,-3.30095937736789668548453846597112715244293212890625
4276,0.00000287215398853843062741934,0.036847801268486192521071406197623289,-3.3009593291965160233303322456777095794677734375
4277,0.00000287392970668358588552194,0.036847803044204337676329508797623289,-3.3009592810059036338543592137284576892852783203125
4278,0.00000287570613393829221696140,0.036847804820631592382660948257623289,-3.300959232796049303004792818683199584484100341796875
4279,0.00000287748327067874665290720,0.036847806597768332837096894057623289,-3.300959184566943260819016359164379537105560302734375
4280,0.00000287926111728200749959643,0.036847808375614936097943583287623289,-3.300959136318574405066783583606593310832977294921875
4281,0.00000288103967412555612262555,0.036847810154171779646566612407623289,-3.300959088050932965785477790632285177707672119140625
4282,0.00000288281894158637889799659,0.036847811933439240469341983447623289,-3.30095903976400872892327242880128324031829833984375
4283,0.00000288459892004320886025025,0.036847813713417697299304237107623289,-3.300958991457791480428340946673415601253509521484375
4284,0.00000288637960987271710241961,0.036847815494107526807546406467623289,-3.3009589431322705621596469427458941936492919921875
4285,0.00000288816101145273558943406,0.036847817275509106826033420917623289,-3.300958894787436204154573715641163289546966552734375
4286,0.00000288994312516270824640662,0.036847819057622816798690393477623289,-3.30095884642327774827208486385643482208251953125
4287,0.00000289172595138052802714953,0.036847820840449034618471136387623289,-3.300958798039785424549563686014153063297271728515625
4288,0.00000289350949048340775441436,0.036847822623988137498198401217623289,-3.300958749636949018935183630674146115779876708984375
4289,0.00000289529374285141547930040,0.036847824408240505505923287257623289,-3.300958701214757429198698446271009743213653564453125
4290,0.00000289707870886416546318359,0.036847826193206518255907170447623289,-3.300958652773200441288281581364572048187255859375
4291,0.00000289886438890005273805384,0.036847827978886554143182040697623289,-3.300958604312268729330526184639893472194671630859375
4292,0.00000290065078333785045071289,0.036847829765280991940894699747623289,-3.30095855583195163518439585459418594837188720703125
4293,0.00000290243789255794832726804,0.036847831552390212038771254897623289,-3.3009585073322380566196443396620452404022216796875
4294,0.00000290422571694010755386314,0.036847833340214594197997849997623289,-3.3009584588131186677628647885285317897796630859375
4295,0.00000290601425686452475050145,0.036847835128754518615194488307623289,-3.300958410274583254562230649753473699092864990234375
4296,0.00000290780351271098652000777,0.036847836918010365076963994627623289,-3.300958361716620270698285821708850562572479248046875
4297,0.00000290959348485960118549495,0.036847838707982513691629481807623289,-3.300958313139220390297623453079722821712493896484375
4298,0.00000291138417369227452179349,0.036847840498671346364965780347623289,-3.3009582645423733993084169924259185791015625
4299,0.00000291317557958834170052130,0.036847842290077242432144508157623289,-3.300958215926068195500420188182033598423004150390625
4300,0.00000291496770292874425486946,0.036847844082200582834698856317623289,-3.3009581672902950089110163389705121517181396484375
4301,0.00000291676054409607191872477,0.036847845875041750162362711627623289,-3.30095811863504362548837889335118234157562255859375
4302,0.00000291855410347033676258666,0.036847847668601124427206573517623289,-3.300958069960303387091471449821256101131439208984375
4303,0.00000292034838143430687884881,0.036847849462879088397322835667623289,-3.300958021266063635579257606877945363521575927734375
4304,0.00000292214337836906255430549,0.036847851257876023152998292347623289,-3.300957972552314600989120663143694400787353515625
4305,0.00000292393909465700414474718,0.036847853053592311094588734037623289,-3.30095792381904562518002421711571514606475830078125
4306,0.00000292573553068022131534704,0.036847854850028334311759333897623289,-3.30095787506624649410014171735383570194244384765625
4307,0.00000292753268682083448020046,0.036847856647184474924924187317623289,-3.300957826293906549608436762355268001556396484375
4308,0.00000292933056346171271260327,0.036847858445061115803156590127623289,-3.30095777750201602174229265074245631694793701171875
4309,0.00000293112916098589479050932,0.036847860243658639985234496177623289,-3.300957728690563808271463130949996411800384521484375
4310,0.00000293292847977548955743502,0.036847862042977429580001421877623289,-3.300957679859540139233331501600332558155059814453125
4311,0.00000293472852021527416407982,0.036847863843017869364608066677623289,-3.300957631008933912397651511128060519695281982421875
4312,0.00000293652928268781178487937,0.036847865643780341902228866227623289,-3.30095758213873491371259660809300839900970458984375
4313,0.00000293833076757629930015740,0.036847867445265230389744144257623289,-3.3009575332489333732155500911176204681396484375
4314,0.00000294013297526585989744908,0.036847869247472919950341435937623289,-3.3009574843395181886762657086364924907684326171875
4315,0.00000294193590613893471201109,0.036847871050403793025155997947623289,-3.3009574354104795901321267592720687389373779296875
4316,0.00000294373956058099553889295,0.036847872854058235085982879807623289,-3.30095738646180603126367714139632880687713623046875
4317,0.00000294554393897614853828517,0.036847874658436630238982272027623289,-3.300957337493488186197510003694333136081695556640625
4318,0.00000294734904170963455796039,0.036847876463539363725001947247623289,-3.300957288505515396792588944663293659687042236328125
4319,0.00000294915486916536651862788,0.036847878269366819456962614737623289,-3.300957239497876560818667712737806141376495361328125
4320,0.00000295096142172916419706756,0.036847880075919383254641054417623289,-3.30095719047056235240233945660293102264404296875
4321,0.00000295276869978540876199554,0.036847881883197439499205982397623289,-3.3009571414235612252241480746306478977203369140625
4322,0.00000295457670372057469710831,0.036847883691201374665141095167623289,-3.300957092356863409321476865443401038646697998046875
4323,0.00000295638543392012236524011,0.036847885499931574212809226967623289,-3.3009570432704578024640795774757862091064453125
4324,0.00000295819489076925193177073,0.036847887309388423342375757587623289,-3.300956994164334634689339509350247681140899658203125
4325,0.00000296000507465553902016493,0.036847889119572309629464151787623289,-3.300956945038482803767010409501381218433380126953125
